Year,Geo_Level,State,State_ANSI,Ag_District,Ag_District_Code,County,County_ANSI,Value
2022,COUNTY,NEVADA,32,NORTHWEST,10,LYON,019,831
2022,COUNTY,NEVADA,32,NORTHWEST,10,PERSHING,027, (D)
2022,COUNTY,NEVADA,32,NORTHWEST,10,WASHOE,031,683
2022,COUNTY,NEVADA,32,SOUTH,80,CLARK,003,80
2022,COUNTY,NEVADA,32,SOUTH,80,LINCOLN,017, (D)
2022,COUNTY,NEVADA,32,SOUTH,80,NYE,023,685
2022,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,BELKNAP,001,485
2022,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,CARROLL,003,186
2022,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,CHESHIRE,005,413
2022,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,COOS,007,181
2022,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,GRAFTON,009,158
2022,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,HILLSBOROUGH,011,839
2022,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,MERRIMACK,013,274
2022,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,ROCKINGHAM,015, (D)
2022,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,STRAFFORD,017,177
2022,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,SULLIVAN,019, (D)
2022,COUNTY,NEW JERSEY,34,CENTRAL,50,BURLINGTON,005,715
2022,COUNTY,NEW JERSEY,34,CENTRAL,50,MERCER,021,200
2022,COUNTY,NEW JERSEY,34,CENTRAL,50,MIDDLESEX,023,494
2022,COUNTY,NEW JERSEY,34,CENTRAL,50,MONMOUTH,025,"1,296"
2022,COUNTY,NEW JERSEY,34,CENTRAL,50,OCEAN,029,237
2022,COUNTY,NEW JERSEY,34,NORTH,20,BERGEN,003,221
2022,COUNTY,NEW JERSEY,34,NORTH,20,ESSEX,013,241
2022,COUNTY,NEW JERSEY,34,NORTH,20,HUDSON,017,9
2022,COUNTY,NEW JERSEY,34,NORTH,20,HUNTERDON,019,"2,252"
2022,COUNTY,NEW JERSEY,34,NORTH,20,MORRIS,027,947
2022,COUNTY,NEW JERSEY,34,NORTH,20,PASSAIC,031,36
2022,COUNTY,NEW JERSEY,34,NORTH,20,SOMERSET,035,344
2022,COUNTY,NEW JERSEY,34,NORTH,20,SUSSEX,037,861
2022,COUNTY,NEW JERSEY,34,NORTH,20,UNION,039,12
2022,COUNTY,NEW JERSEY,34,NORTH,20,WARREN,041,549
2022,COUNTY,NEW JERSEY,34,SOUTH,80,ATLANTIC,001,542
2022,COUNTY,NEW JERSEY,34,SOUTH,80,CAMDEN,007,158
2022,COUNTY,NEW JERSEY,34,SOUTH,80,CAPE MAY,009,287
2022,COUNTY,NEW JERSEY,34,SOUTH,80,CUMBERLAND,011,202
2022,COUNTY,NEW JERSEY,34,SOUTH,80,GLOUCESTER,015, (D)
2022,COUNTY,NEW JERSEY,34,SOUTH,80,SALEM,033, (D)
2022,COUNTY,NEW MEXICO,35,NORTHEAST,30,COLFAX,007,14
2022,COUNTY,NEW MEXICO,35,NORTHEAST,30,CURRY,009,30
2022,COUNTY,NEW MEXICO,35,NORTHEAST,30,DE BACA,011,129
2022,COUNTY,NEW MEXICO,35,NORTHEAST,30,GUADALUPE,019, (D)
2022,COUNTY,NEW MEXICO,35,NORTHEAST,30,MORA,033,93
2022,COUNTY,NEW MEXICO,35,NORTHEAST,30,QUAY,037,8
2022,COUNTY,NEW MEXICO,35,NORTHEAST,30,ROOSEVELT,041,112
2022,COUNTY,NEW MEXICO,35,NORTHEAST,30,SAN MIGUEL,047,57
2022,COUNTY,NEW MEXICO,35,NORTHEAST,30,TORRANCE,057,66
2022,COUNTY,NEW MEXICO,35,NORTHWEST,10,BERNALILLO,001, (D)
2022,COUNTY,NEW MEXICO,35,NORTHWEST,10,CIBOLA,006,13
2022,COUNTY,NEW MEXICO,35,NORTHWEST,10,MCKINLEY,031,10
2022,COUNTY,NEW MEXICO,35,NORTHWEST,10,RIO ARRIBA,039,37
2022,COUNTY,NEW MEXICO,35,NORTHWEST,10,SAN JUAN,045,206
2022,COUNTY,NEW MEXICO,35,NORTHWEST,10,SANDOVAL,043,183
2022,COUNTY,NEW MEXICO,35,NORTHWEST,10,SANTA FE,049,329
2022,COUNTY,NEW MEXICO,35,NORTHWEST,10,TAOS,055,76
2022,COUNTY,NEW MEXICO,35,NORTHWEST,10,VALENCIA,061,155
2022,COUNTY,NEW MEXICO,35,SOUTHEAST,90,CHAVES,005,41
2022,COUNTY,NEW MEXICO,35,SOUTHEAST,90,DONA ANA,013, (D)
2022,COUNTY,NEW MEXICO,35,SOUTHEAST,90,EDDY,015,26
2022,COUNTY,NEW MEXICO,35,SOUTHEAST,90,LEA,025,9
2022,COUNTY,NEW MEXICO,35,SOUTHEAST,90,LINCOLN,027,12
2022,COUNTY,NEW MEXICO,35,SOUTHEAST,90,OTERO,035,115
2022,COUNTY,NEW MEXICO,35,SOUTHWEST,70,CATRON,003,12
2022,COUNTY,NEW MEXICO,35,SOUTHWEST,70,GRANT,017,11
2022,COUNTY,NEW MEXICO,35,SOUTHWEST,70,HIDALGO,023,122
2022,COUNTY,NEW MEXICO,35,SOUTHWEST,70,SIERRA,051,19
2022,COUNTY,NEW MEXICO,35,SOUTHWEST,70,SOCORRO,053,36
2022,COUNTY,NEW YORK,36,CENTRAL,50,CAYUGA,011,"1,266"
2022,COUNTY,NEW YORK,36,CENTRAL,50,CHENANGO,017,343
2022,COUNTY,NEW YORK,36,CENTRAL,50,CORTLAND,023, (D)
2022,COUNTY,NEW YORK,36,CENTRAL,50,HERKIMER,043,"1,758"
2022,COUNTY,NEW YORK,36,CENTRAL,50,MADISON,053,"2,477"
2022,COUNTY,NEW YORK,36,CENTRAL,50,ONEIDA,065,885
2022,COUNTY,NEW YORK,36,CENTRAL,50,ONONDAGA,067,"2,062"
2022,COUNTY,NEW YORK,36,CENTRAL,50,OSWEGO,075,336
2022,COUNTY,NEW YORK,36,CENTRAL,50,OTSEGO,077,"1,292"
2022,COUNTY,NEW YORK,36,EASTERN,60,ALBANY,001,473
2022,COUNTY,NEW YORK,36,EASTERN,60,FULTON,035,205
2022,COUNTY,NEW YORK,36,EASTERN,60,MONTGOMERY,057,"2,299"
2022,COUNTY,NEW YORK,36,EASTERN,60,RENSSELAER,083,312
2022,COUNTY,NEW YORK,36,EASTERN,60,SARATOGA,091,425
2022,COUNTY,NEW YORK,36,EASTERN,60,SCHENECTADY,093,28
2022,COUNTY,NEW YORK,36,EASTERN,60,SCHOHARIE,095,"1,556"
2022,COUNTY,NEW YORK,36,EASTERN,60,WASHINGTON,115,666
2022,COUNTY,NEW YORK,36,LONG ISLAND,91,KINGS,047,18
2022,COUNTY,NEW YORK,36,LONG ISLAND,91,NEW YORK,061,34
2022,COUNTY,NEW YORK,36,LONG ISLAND,91,QUEENS,081,292
2022,COUNTY,NEW YORK,36,LONG ISLAND,91,SUFFOLK,103,"1,276"
2022,COUNTY,NEW YORK,36,NORTHEAST,30,CLINTON,019,"1,064"
2022,COUNTY,NEW YORK,36,NORTHEAST,30,ESSEX,031,32
2022,COUNTY,NEW YORK,36,NORTHEAST,30,FRANKLIN,033,215
2022,COUNTY,NEW YORK,36,NORTHEAST,30,WARREN,113,23
2022,COUNTY,NEW YORK,36,NORTHERN,20,JEFFERSON,045,993
2022,COUNTY,NEW YORK,36,NORTHERN,20,LEWIS,049,"1,331"
2022,COUNTY,NEW YORK,36,NORTHERN,20,ST LAWRENCE,089,908
2022,COUNTY,NEW YORK,36,SOUTHEAST,90,COLUMBIA,021,463
2022,COUNTY,NEW YORK,36,SOUTHEAST,90,DELAWARE,025,697
2022,COUNTY,NEW YORK,36,SOUTHEAST,90,DUTCHESS,027,"1,327"
2022,COUNTY,NEW YORK,36,SOUTHEAST,90,GREENE,039,699
2022,COUNTY,NEW YORK,36,SOUTHEAST,90,ORANGE,071,437
2022,COUNTY,NEW YORK,36,SOUTHEAST,90,PUTNAM,079,53
2022,COUNTY,NEW YORK,36,SOUTHEAST,90,ROCKLAND,087,62
2022,COUNTY,NEW YORK,36,SOUTHEAST,90,SULLIVAN,105,749
2022,COUNTY,NEW YORK,36,SOUTHEAST,90,ULSTER,111,169
2022,COUNTY,NEW YORK,36,SOUTHEAST,90,WESTCHESTER,119,210
2022,COUNTY,NEW YORK,36,SOUTHERN,80,BROOME,007,259
2022,COUNTY,NEW YORK,36,SOUTHERN,80,CHEMUNG,015,"1,004"
2022,COUNTY,NEW YORK,36,SOUTHERN,80,SCHUYLER,097,"1,797"
2022,COUNTY,NEW YORK,36,SOUTHERN,80,TIOGA,107,255
2022,COUNTY,NEW YORK,36,SOUTHERN,80,TOMPKINS,109,339
2022,COUNTY,NEW YORK,36,SOUTHWEST,70,ALLEGANY,003,"1,406"
2022,COUNTY,NEW YORK,36,SOUTHWEST,70,CATTARAUGUS,009,298
2022,COUNTY,NEW YORK,36,SOUTHWEST,70,CHAUTAUQUA,013,"1,454"
2022,COUNTY,NEW YORK,36,SOUTHWEST,70,STEUBEN,101,"1,488"
2022,COUNTY,NEW YORK,36,WESTERN,40,ERIE,029,"1,165"
2022,COUNTY,NEW YORK,36,WESTERN,40,GENESEE,037,"1,134"
2022,COUNTY,NEW YORK,36,WESTERN,40,LIVINGSTON,051,347
2022,COUNTY,NEW YORK,36,WESTERN,40,MONROE,055,"1,084"
2022,COUNTY,NEW YORK,36,WESTERN,40,NIAGARA,063, (D)
2022,COUNTY,NEW YORK,36,WESTERN,40,ONTARIO,069,887
2022,COUNTY,NEW YORK,36,WESTERN,40,ORLEANS,073,479
2022,COUNTY,NEW YORK,36,WESTERN,40,SENECA,099,178
2022,COUNTY,NEW YORK,36,WESTERN,40,WAYNE,117,"1,967"
2022,COUNTY,NEW YORK,36,WESTERN,40,WYOMING,121,618
2022,COUNTY,NEW YORK,36,WESTERN,40,YATES,123,"1,079"
2022,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,BEAUFORT,013,145
2022,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,CARTERET,031,17
2022,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,CRAVEN,049,427
2022,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,GREENE,079, (D)
2022,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,HYDE,095, (D)
2022,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,538
2022,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JONES,103,6
2022,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,LENOIR,107,77
2022,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,PAMLICO,137,172
2022,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,PITT,147,517
2022,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,WAYNE,191,425
2022,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,WILSON,195,232
2022,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,ALEXANDER,003,202
2022,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,CATAWBA,035,353
2022,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,CHATHAM,037,524
2022,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,DAVIDSON,057,261
2022,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,DAVIE,059,321
2022,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,IREDELL,097,"1,014"
2022,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,LEE,105,108
2022,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,RANDOLPH,151,358
2022,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,ROWAN,159,521
2022,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,WAKE,183,831
2022,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,BERTIE,015,38
2022,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,CAMDEN,029,11
2022,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,CHOWAN,041,39
2022,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,CURRITUCK,053,46
2022,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,DARE,055,3
2022,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,EDGECOMBE,065,505
2022,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,GATES,073,75
2022,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,HALIFAX,083, (D)
2022,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,HERTFORD,091,318
2022,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,MARTIN,117,32
2022,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,NASH,127,105
2022,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,NORTHAMPTON,131,382
2022,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,PASQUOTANK,139, (D)
2022,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,PERQUIMANS,143, (D)
2022,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,TYRRELL,177,12
2022,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,WASHINGTON,187,90
2022,COUNTY,NORTH CAROLINA,37,NORTHERN MOUNTAIN,10,ALLEGHANY,005,157
2022,COUNTY,NORTH CAROLINA,37,NORTHERN MOUNTAIN,10,ASHE,009,419
2022,COUNTY,NORTH CAROLINA,37,NORTHERN MOUNTAIN,10,AVERY,011,37
2022,COUNTY,NORTH CAROLINA,37,NORTHERN MOUNTAIN,10,CALDWELL,027,"1,091"
2022,COUNTY,NORTH CAROLINA,37,NORTHERN MOUNTAIN,10,SURRY,171,540
2022,COUNTY,NORTH CAROLINA,37,NORTHERN MOUNTAIN,10,WATAUGA,189,133
2022,COUNTY,NORTH CAROLINA,37,NORTHERN MOUNTAIN,10,WILKES,193,"1,015"
2022,COUNTY,NORTH CAROLINA,37,NORTHERN MOUNTAIN,10,YADKIN,197,467
2022,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ALAMANCE,001,673
2022,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,CASWELL,033,287
2022,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,DURHAM,063,390
2022,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,FORSYTH,067,"1,335"
2022,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,FRANKLIN,069,442
2022,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,GRANVILLE,077,116
2022,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,GUILFORD,081,479
2022,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ORANGE,135,"2,079"
2022,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,PERSON,145,137
2022,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ROCKINGHAM,157,492
2022,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,STOKES,169,471
2022,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,VANCE,181,28
2022,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,WARREN,185, (D)
2022,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,BLADEN,017,188
2022,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,BRUNSWICK,019,213
2022,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,COLUMBUS,047,181
2022,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,CUMBERLAND,051,214
2022,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,DUPLIN,061,173
2022,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,HARNETT,085,213
2022,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,HOKE,093,98
2022,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,NEW HANOVER,129,128
2022,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,ONSLOW,133,859
2022,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,PENDER,141,725
2022,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,ROBESON,155,191
2022,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SAMPSON,163, (D)
2022,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SCOTLAND,165, (D)
2022,COUNTY,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,ANSON,007,255
2022,COUNTY,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,CABARRUS,025,387
2022,COUNTY,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,CLEVELAND,045,393
2022,COUNTY,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,GASTON,071,386
2022,COUNTY,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,LINCOLN,109,164
2022,COUNTY,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,MECKLENBURG,119,333
2022,COUNTY,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,MONTGOMERY,123,95
2022,COUNTY,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,MOORE,125,417
2022,COUNTY,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,RICHMOND,153,258
2022,COUNTY,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,STANLY,167,241
2022,COUNTY,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,UNION,179,929
2022,COUNTY,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,BUNCOMBE,021,"1,217"
2022,COUNTY,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,BURKE,023,441
2022,COUNTY,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,CHEROKEE,039,200
2022,COUNTY,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,CLAY,043,14
2022,COUNTY,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,GRAHAM,075, (D)
2022,COUNTY,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,HAYWOOD,087,233
2022,COUNTY,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,HENDERSON,089,506
2022,COUNTY,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,JACKSON,099,189
2022,COUNTY,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,MACON,113,395
2022,COUNTY,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,MADISON,115,377
2022,COUNTY,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,MCDOWELL,111,536
2022,COUNTY,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,MITCHELL,121,210
2022,COUNTY,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,POLK,149,135
2022,COUNTY,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,RUTHERFORD,161,483
2022,COUNTY,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,SWAIN,173, (D)
2022,COUNTY,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,TRANSYLVANIA,175,107
2022,COUNTY,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,YANCEY,199,332
2022,COUNTY,NORTH DAKOTA,38,CENTRAL,50,FOSTER,031,"3,300"
2022,COUNTY,NORTH DAKOTA,38,CENTRAL,50,KIDDER,043, (D)
2022,COUNTY,NORTH DAKOTA,38,CENTRAL,50,SHERIDAN,083,18
2022,COUNTY,NORTH DAKOTA,38,CENTRAL,50,STUTSMAN,093,497
2022,COUNTY,NORTH DAKOTA,38,EAST CENTRAL,60,CASS,017,"27,468"
2022,COUNTY,NORTH DAKOTA,38,EAST CENTRAL,60,GRIGGS,039, (D)
2022,COUNTY,NORTH DAKOTA,38,EAST CENTRAL,60,TRAILL,097,9
2022,COUNTY,NORTH DAKOTA,38,NORTH CENTRAL,20,BOTTINEAU,009, (D)
2022,COUNTY,NORTH DAKOTA,38,NORTH CENTRAL,20,MCHENRY,049, (D)
2022,COUNTY,NORTH DAKOTA,38,NORTH CENTRAL,20,PIERCE,069,"3,696"
2022,COUNTY,NORTH DAKOTA,38,NORTH CENTRAL,20,ROLETTE,079, (D)
2022,COUNTY,NORTH DAKOTA,38,NORTHEAST,30,CAVALIER,019, (D)
2022,COUNTY,NORTH DAKOTA,38,NORTHEAST,30,GRAND FORKS,035,"3,626"
2022,COUNTY,NORTH DAKOTA,38,NORTHEAST,30,NELSON,063,506
2022,COUNTY,NORTH DAKOTA,38,NORTHEAST,30,RAMSEY,071,"1,680"
2022,COUNTY,NORTH DAKOTA,38,NORTHEAST,30,WALSH,099,15
2022,COUNTY,NORTH DAKOTA,38,NORTHWEST,10,BURKE,013, (D)
2022,COUNTY,NORTH DAKOTA,38,NORTHWEST,10,WILLIAMS,105, (D)
2022,COUNTY,NORTH DAKOTA,38,SOUTH CENTRAL,80,BURLEIGH,015,392
2022,COUNTY,NORTH DAKOTA,38,SOUTH CENTRAL,80,GRANT,037,"5,113"
2022,COUNTY,NORTH DAKOTA,38,SOUTH CENTRAL,80,MORTON,059,"2,404"
2022,COUNTY,NORTH DAKOTA,38,SOUTHEAST,90,DICKEY,021,90
2022,COUNTY,NORTH DAKOTA,38,SOUTHEAST,90,LA MOURE,045, (D)
2022,COUNTY,NORTH DAKOTA,38,SOUTHEAST,90,LOGAN,047,"15,048"
2022,COUNTY,NORTH DAKOTA,38,SOUTHEAST,90,MCINTOSH,051,770
2022,COUNTY,NORTH DAKOTA,38,SOUTHEAST,90,RANSOM,073, (D)
2022,COUNTY,NORTH DAKOTA,38,SOUTHEAST,90,RICHLAND,077,777
2022,COUNTY,NORTH DAKOTA,38,SOUTHWEST,70,ADAMS,001, (D)
2022,COUNTY,NORTH DAKOTA,38,SOUTHWEST,70,STARK,089,"6,450"
2022,COUNTY,NORTH DAKOTA,38,WEST CENTRAL,40,DUNN,025,"13,848"
2022,COUNTY,NORTH DAKOTA,38,WEST CENTRAL,40,MCKENZIE,053, (D)
2022,COUNTY,NORTH DAKOTA,38,WEST CENTRAL,40,MCLEAN,055,"4,716"
2022,COUNTY,OHIO,39,CENTRAL,50,DELAWARE,041,597
2022,COUNTY,OHIO,39,CENTRAL,50,FAIRFIELD,045,801
2022,COUNTY,OHIO,39,CENTRAL,50,FAYETTE,047,432
2022,COUNTY,OHIO,39,CENTRAL,50,FRANKLIN,049,464
2022,COUNTY,OHIO,39,CENTRAL,50,KNOX,083,489
2022,COUNTY,OHIO,39,CENTRAL,50,LICKING,089,595
2022,COUNTY,OHIO,39,CENTRAL,50,MADISON,097,46
2022,COUNTY,OHIO,39,CENTRAL,50,MARION,101,85
2022,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,423
2022,COUNTY,OHIO,39,CENTRAL,50,PICKAWAY,129,"1,013"
2022,COUNTY,OHIO,39,CENTRAL,50,ROSS,141,612
2022,COUNTY,OHIO,39,CENTRAL,50,UNION,159,679
2022,COUNTY,OHIO,39,EAST CENTRAL,60,BELMONT,013,250
2022,COUNTY,OHIO,39,EAST CENTRAL,60,CARROLL,019,107
2022,COUNTY,OHIO,39,EAST CENTRAL,60,COSHOCTON,031,365
2022,COUNTY,OHIO,39,EAST CENTRAL,60,HARRISON,067,409
2022,COUNTY,OHIO,39,EAST CENTRAL,60,HOLMES,075,595
2022,COUNTY,OHIO,39,EAST CENTRAL,60,JEFFERSON,081,345
2022,COUNTY,OHIO,39,EAST CENTRAL,60,TUSCARAWAS,157,148
2022,COUNTY,OHIO,39,NORTH CENTRAL,20,ASHLAND,005,646
2022,COUNTY,OHIO,39,NORTH CENTRAL,20,CRAWFORD,033,82
2022,COUNTY,OHIO,39,NORTH CENTRAL,20,ERIE,043,191
2022,COUNTY,OHIO,39,NORTH CENTRAL,20,HURON,077,"2,254"
2022,COUNTY,OHIO,39,NORTH CENTRAL,20,LORAIN,093,453
2022,COUNTY,OHIO,39,NORTH CENTRAL,20,OTTAWA,123,79
2022,COUNTY,OHIO,39,NORTH CENTRAL,20,RICHLAND,139,675
2022,COUNTY,OHIO,39,NORTH CENTRAL,20,SANDUSKY,143,262
2022,COUNTY,OHIO,39,NORTH CENTRAL,20,SENECA,147,679
2022,COUNTY,OHIO,39,NORTH CENTRAL,20,WYANDOT,175,139
2022,COUNTY,OHIO,39,NORTHEAST,30,ASHTABULA,007,452
2022,COUNTY,OHIO,39,NORTHEAST,30,COLUMBIANA,029,240
2022,COUNTY,OHIO,39,NORTHEAST,30,CUYAHOGA,035,184
2022,COUNTY,OHIO,39,NORTHEAST,30,GEAUGA,055,490
2022,COUNTY,OHIO,39,NORTHEAST,30,LAKE,085,233
2022,COUNTY,OHIO,39,NORTHEAST,30,MAHONING,099,212
2022,COUNTY,OHIO,39,NORTHEAST,30,MEDINA,103,"1,179"
2022,COUNTY,OHIO,39,NORTHEAST,30,PORTAGE,133,"1,011"
2022,COUNTY,OHIO,39,NORTHEAST,30,STARK,151,"1,034"
2022,COUNTY,OHIO,39,NORTHEAST,30,SUMMIT,153,297
2022,COUNTY,OHIO,39,NORTHEAST,30,TRUMBULL,155,402
2022,COUNTY,OHIO,39,NORTHEAST,30,WAYNE,169,768
2022,COUNTY,OHIO,39,NORTHWEST,10,ALLEN,003,337
2022,COUNTY,OHIO,39,NORTHWEST,10,DEFIANCE,039,303
2022,COUNTY,OHIO,39,NORTHWEST,10,FULTON,051,493
2022,COUNTY,OHIO,39,NORTHWEST,10,HANCOCK,063,119
2022,COUNTY,OHIO,39,NORTHWEST,10,HENRY,069,62
2022,COUNTY,OHIO,39,NORTHWEST,10,LUCAS,095,141
2022,COUNTY,OHIO,39,NORTHWEST,10,PAULDING,125, (D)
2022,COUNTY,OHIO,39,NORTHWEST,10,PUTNAM,137,276
2022,COUNTY,OHIO,39,NORTHWEST,10,VAN WERT,161,102
2022,COUNTY,OHIO,39,NORTHWEST,10,WILLIAMS,171,811
2022,COUNTY,OHIO,39,NORTHWEST,10,WOOD,173,125
2022,COUNTY,OHIO,39,SOUTH CENTRAL,80,ADAMS,001,168
2022,COUNTY,OHIO,39,SOUTH CENTRAL,80,BROWN,015,513
2022,COUNTY,OHIO,39,SOUTH CENTRAL,80,GALLIA,053,68
2022,COUNTY,OHIO,39,SOUTH CENTRAL,80,HIGHLAND,071,400
2022,COUNTY,OHIO,39,SOUTH CENTRAL,80,JACKSON,079,164
2022,COUNTY,OHIO,39,SOUTH CENTRAL,80,LAWRENCE,087,95
2022,COUNTY,OHIO,39,SOUTH CENTRAL,80,PIKE,131,229
2022,COUNTY,OHIO,39,SOUTH CENTRAL,80,SCIOTO,145, (D)
2022,COUNTY,OHIO,39,SOUTHEAST,90,ATHENS,009,91
2022,COUNTY,OHIO,39,SOUTHEAST,90,GUERNSEY,059,122
2022,COUNTY,OHIO,39,SOUTHEAST,90,HOCKING,073,236
2022,COUNTY,OHIO,39,SOUTHEAST,90,MEIGS,105,204
2022,COUNTY,OHIO,39,SOUTHEAST,90,MONROE,111,120
2022,COUNTY,OHIO,39,SOUTHEAST,90,MORGAN,115,631
2022,COUNTY,OHIO,39,SOUTHEAST,90,MUSKINGUM,119,263
2022,COUNTY,OHIO,39,SOUTHEAST,90,NOBLE,121,113
